rank,country_name,gold,silver,bronze,total,year,season,location,country_flag,country_id,index
29,Greece,0,2,0,2,1972,summer,Munich - West Germany,128-Greece.png,55,28
31,Austria,0,1,2,3,1972,summer,Munich - West Germany,42-Austria.png,14,28
31,Colombia,0,1,2,3,1972,summer,Munich - West Germany,129-Colombia.png,47,28
33,Argentina,0,1,0,1,1972,summer,Munich - West Germany,40-Argentina.png,131,28
33,Lebanon,0,1,0,1,1972,summer,Munich - West Germany,82-Lebanon.png,25,28
33,Mexico,0,1,0,1,1972,summer,Munich - West Germany,115-Mexico.png,40,28
33,Mongolia,0,1,0,1,1972,summer,Munich - West Germany,118-Mongolia.png,86,28
33,Pakistan,0,1,0,1,1972,summer,Munich - West Germany,90-Pakistan.png,28,28
33,South Korea,0,1,0,1,1972,summer,Munich - West Germany,83-South Korea.png,129,28
33,Tunisia,0,1,0,1,1972,summer,Munich - West Germany,107-Tunisia.png,122,28
33,Turkey,0,1,0,1,1972,summer,Munich - West Germany,66-Turkey.png,19,28
41,Brazil,0,0,2,2,1972,summer,Munich - West Germany,119-Brazil.png,82,28
41,Ethiopia,0,0,2,2,1972,summer,Munich - West Germany,95-Ethiopia.png,130,28
43,Ghana,0,0,1,1,1972,summer,Munich - West Germany,130-Ghana.png,48,28
43,India,0,0,1,1,1972,summer,Munich - West Germany,68-India.png,20,28
43,Jamaica,0,0,1,1,1972,summer,Munich - West Germany,122-Jamaica.png,43,28
43,Niger,0,0,1,1,1972,summer,Munich - West Germany,131-Niger.png,49,28
43,Nigeria,0,0,1,1,1972,summer,Munich - West Germany,111-Nigeria.png,38,28
43,Spain,0,0,1,1,1972,summer,Munich - West Germany,72-Spain.png,63,28
1,Soviet Union,13,6,8,27,1976,winter,Innsbruck - Austria,86-Soviet Union.png,26,29
2,East Germany,7,5,7,19,1976,winter,Innsbruck - Austria,124-East Germany.png,45,29
3,United States,3,3,4,10,1976,winter,Innsbruck - Austria,92-United States.png,163,29
4,Norway,3,3,1,7,1976,winter,Innsbruck - Austria,17-Norway.png,3,29
5,West Germany,2,5,3,10,1976,winter,Innsbruck - Austria,125-West Germany.png,46,29
6,Finland,2,4,1,7,1976,winter,Innsbruck - Austria,30-Finland.png,8,29
7,Austria,2,2,2,6,1976,winter,Innsbruck - Austria,42-Austria.png,14,29
8,Switzerland,1,3,1,5,1976,winter,Innsbruck - Austria,268-Switzerland.png,161,29
9,Netherlands,1,2,3,6,1976,winter,Innsbruck - Austria,14-Netherlands.png,59,29
10,Italy,1,2,1,4,1976,winter,Innsbruck - Austria,65-Italy.png,113,29
11,Canada,1,1,1,3,1976,winter,Innsbruck - Austria,117-Canada.png,41,29
12,Great Britain,1,0,0,1,1976,winter,Innsbruck - Austria,269-Great Britain.png,162,29
13,Czechoslovakia,0,1,0,1,1976,winter,Innsbruck - Austria,36-Czechoslovakia.png,11,29
14,Liechtenstein,0,0,2,2,1976,winter,Innsbruck - Austria,271-Liechtenstein.png,164,29
14,Sweden,0,0,2,2,1976,winter,Innsbruck - Austria,23-Sweden.png,5,29
16,France,0,0,1,1,1976,winter,Innsbruck - Austria,3-France.png,51,29
1,Soviet Union,49,41,35,125,1976,summer,Montreal - Canada,86-Soviet Union.png,26,30
2,East Germany,40,25,25,90,1976,summer,Montreal - Canada,124-East Germany.png,45,30
3,United States,34,35,25,94,1976,summer,Montreal - Canada,92-United States.png,163,30
4,West Germany,10,12,17,39,1976,summer,Montreal - Canada,125-West Germany.png,46,30
5,Japan,9,6,10,25,1976,summer,Montreal - Canada,34-Japan.png,106,30
6,Poland,7,6,13,26,1976,summer,Montreal - Canada,54-Poland.png,52,30
7,Bulgaria,6,9,7,22,1976,summer,Montreal - Canada,126-Bulgaria.png,81,30
8,Cuba,6,4,3,13,1976,summer,Montreal - Canada,15-Cuba.png,2,30
9,Romania,4,9,14,27,1976,summer,Montreal - Canada,114-Romania.png,39,30
10,Hungary,4,5,13,22,1976,summer,Montreal - Canada,94-Hungary.png,30,30
11,Finland,4,2,0,6,1976,summer,Montreal - Canada,30-Finland.png,8,30
12,Sweden,4,1,0,5,1976,summer,Montreal - Canada,23-Sweden.png,5,30
13,Great Britain,3,5,5,13,1976,summer,Montreal - Canada,4-Great Britain.png,162,30
14,Italy,2,7,4,13,1976,summer,Montreal - Canada,65-Italy.png,113,30
15,France,2,3,4,9,1976,summer,Montreal - Canada,3-France.png,51,30
16,Yugoslavia,2,3,3,8,1976,summer,Montreal - Canada,70-Yugoslavia.png,21,30
17,Czechoslovakia,2,2,4,8,1976,summer,Montreal - Canada,36-Czechoslovakia.png,11,30
18,New Zealand,2,1,1,4,1976,summer,Montreal - Canada,37-New Zealand.png,12,30
19,South Korea,1,1,4,6,1976,summer,Montreal - Canada,83-South Korea.png,129,30
20,Switzerland,1,1,2,4,1976,summer,Montreal - Canada,9-Switzerland.png,161,30
21,Jamaica,1,1,0,2,1976,summer,Montreal - Canada,122-Jamaica.png,43,30
21,North Korea,1,1,0,2,1976,summer,Montreal - Canada,127-North Korea.png,80,30
21,Norway,1,1,0,2,1976,summer,Montreal - Canada,17-Norway.png,3,30
24,Denmark,1,0,2,3,1976,summer,Montreal - Canada,8-Denmark.png,54,30
25,Mexico,1,0,1,2,1976,summer,Montreal - Canada,115-Mexico.png,40,30
26,Trinidad and Tobago,1,0,0,1,1976,summer,Montreal - Canada,106-Trinidad and Tobago.png,36,30
27,Canada,0,5,6,11,1976,summer,Montreal - Canada,117-Canada.png,41,30
28,Belgium,0,3,3,6,1976,summer,Montreal - Canada,12-Belgium.png,56,30
29,Netherlands,0,2,3,5,1976,summer,Montreal - Canada,14-Netherlands.png,59,30
30,Portugal,0,2,0,2,1976,summer,Montreal - Canada,46-Portugal.png,16,30
30,Spain,0,2,0,2,1976,summer,Montreal - Canada,72-Spain.png,63,30
32,Australia,0,1,4,5,1976,summer,Montreal - Canada,33-Australia.png,53,30
33,Iran,0,1,1,2,1976,summer,Montreal - Canada,108-Iran.png,74,30
34,Mongolia,0,1,0,1,1976,summer,Montreal - Canada,118-Mongolia.png,86,30
34,Venezuela,0,1,0,1,1976,summer,Montreal - Canada,105-Venezuela.png,148,30
36,Brazil,0,0,2,2,1976,summer,Montreal - Canada,119-Brazil.png,82,30
37,Austria,0,0,1,1,1976,summer,Montreal - Canada,42-Austria.png,14,30
37,Bermuda,0,0,1,1,1976,summer,Montreal - Canada,132-Bermuda.png,149,30
37,Pakistan,0,0,1,1,1976,summer,Montreal - Canada,90-Pakistan.png,28,30
37,Puerto Rico,0,0,1,1,1976,summer,Montreal - Canada,133-Puerto Rico.png,105,30
37,Thailand,0,0,1,1,1976,summer,Montreal - Canada,134-Thailand.png,50,30
1,Soviet Union,10,6,6,22,1980,winter,Lake Placid - United States,86-Soviet Union.png,26,31
2,East Germany,9,7,7,23,1980,winter,Lake Placid - United States,124-East Germany.png,45,31
3,United States,6,4,2,12,1980,winter,Lake Placid - United States,92-United States.png,163,31
4,Austria,3,2,2,7,1980,winter,Lake Placid - United States,42-Austria.png,14,31
5,Sweden,3,0,1,4,1980,winter,Lake Placid - United States,23-Sweden.png,5,31
6,Liechtenstein,2,2,0,4,1980,winter,Lake Placid - United States,271-Liechtenstein.png,164,31
7,Finland,1,5,3,9,1980,winter,Lake Placid - United States,30-Finland.png,8,31
8,Norway,1,3,6,10,1980,winter,Lake Placid - United States,17-Norway.png,3,31
9,Netherlands,1,2,1,4,1980,winter,Lake Placid - United States,14-Netherlands.png,59,31
10,Switzerland,1,1,3,5,1980,winter,Lake Placid - United States,268-Switzerland.png,161,31
11,Great Britain,1,0,0,1,1980,winter,Lake Placid - United States,269-Great Britain.png,162,31
12,West Germany,0,2,3,5,1980,winter,Lake Placid - United States,125-West Germany.png,46,31
13,Italy,0,2,0,2,1980,winter,Lake Placid - United States,65-Italy.png,113,31
14,Canada,0,1,1,2,1980,winter,Lake Placid - United States,117-Canada.png,41,31
15,Hungary,0,1,0,1,1980,winter,Lake Placid - United States,94-Hungary.png,30,31
15,Japan,0,1,0,1,1980,winter,Lake Placid - United States,34-Japan.png,106,31
17,Bulgaria,0,0,1,1,1980,winter,Lake Placid - United States,126-Bulgaria.png,81,31
17,Czechoslovakia,0,0,1,1,1980,winter,Lake Placid - United States,36-Czechoslovakia.png,11,31
17,France,0,0,1,1,1980,winter,Lake Placid - United States,3-France.png,51,31
1,Soviet Union,80,69,46,195,1980,summer,Moscow - Soviet Union,86-Soviet Union.png,26,32
2,East Germany,47,37,42,126,1980,summer,Moscow - Soviet Union,124-East Germany.png,45,32
3,Bulgaria,8,16,17,41,1980,summer,Moscow - Soviet Union,126-Bulgaria.png,81,32
4,Cuba,8,7,5,20,1980,summer,Moscow - Soviet Union,15-Cuba.png,2,32
5,Italy,8,3,4,15,1980,summer,Moscow - Soviet Union,135-Italy.png,113,32
6,Hungary,7,10,15,32,1980,summer,Moscow - Soviet Union,94-Hungary.png,30,32
7,Romania,6,6,13,25,1980,summer,Moscow - Soviet Union,114-Romania.png,39,32
8,France,6,5,3,14,1980,summer,Moscow - Soviet Union,136-France.png,51,32
9,Great Britain,5,7,9,21,1980,summer,Moscow - Soviet Union,137-Great Britain.png,162,32
10,Poland,3,14,15,32,1980,summer,Moscow - Soviet Union,138-Poland.png,52,32
11,Sweden,3,3,6,12,1980,summer,Moscow - Soviet Union,23-Sweden.png,5,32
12,Finland,3,1,4,8,1980,summer,Moscow - Soviet Union,30-Finland.png,8,32
13,Czechoslovakia,2,3,9,14,1980,summer,Moscow - Soviet Union,36-Czechoslovakia.png,11,32
14,Yugoslavia,2,3,4,9,1980,summer,Moscow - Soviet Union,70-Yugoslavia.png,21,32
15,Australia,2,2,5,9,1980,summer,Moscow - Soviet Union,139-Australia.png,53,32
16,Denmark,2,1,2,5,1980,summer,Moscow - Soviet Union,140-Denmark.png,54,32
17,Brazil,2,0,2,4,1980,summer,Moscow - Soviet Union,119-Brazil.png,82,32
17,Ethiopia,2,0,2,4,1980,summer,Moscow - Soviet Union,141-Ethiopia.png,130,32
19,Switzerland,2,0,0,2,1980,summer,Moscow - Soviet Union,142-Switzerland.png,161,32
20,Spain,1,3,2,6,1980,summer,Moscow - Soviet Union,143-Spain.png,63,32
21,Austria,1,2,1,4,1980,summer,Moscow - Soviet Union,42-Austria.png,14,32
22,Greece,1,0,2,3,1980,summer,Moscow - Soviet Union,144-Greece.png,55,32
23,Belgium,1,0,0,1,1980,summer,Moscow - Soviet Union,145-Belgium.png,56,32
23,India,1,0,0,1,1980,summer,Moscow - Soviet Union,68-India.png,20,32
23,Zimbabwe,1,0,0,1,1980,summer,Moscow - Soviet Union,146-Zimbabwe.png,57,32
26,North Korea,0,3,2,5,1980,summer,Moscow - Soviet Union,127-North Korea.png,80,32
27,Mongolia,0,2,2,4,1980,summer,Moscow - Soviet Union,118-Mongolia.png,86,32
28,Tanzania,0,2,0,2,1980,summer,Moscow - Soviet Union,147-Tanzania.png,58,32
29,Mexico,0,1,3,4,1980,summer,Moscow - Soviet Union,115-Mexico.png,40,32
30,Netherlands,0,1,2,3,1980,summer,Moscow - Soviet Union,148-Netherlands.png,59,32
31,Ireland,0,1,1,2,1980,summer,Moscow - Soviet Union,149-Ireland.png,60,32
32,Uganda,0,1,0,1,1980,summer,Moscow - Soviet Union,120-Uganda.png,42,32
32,Venezuela,0,1,0,1,1980,summer,Moscow - Soviet Union,105-Venezuela.png,148,32
34,Jamaica,0,0,3,3,1980,summer,Moscow - Soviet Union,122-Jamaica.png,43,32
35,Guyana,0,0,1,1,1980,summer,Moscow - Soviet Union,150-Guyana.png,61,32
35,Lebanon,0,0,1,1,1980,summer,Moscow - Soviet Union,82-Lebanon.png,25,32
1,East Germany,9,9,6,24,1984,winter,Sarajevo - Yugoslavia,124-East Germany.png,45,33
2,Soviet Union,6,10,9,25,1984,winter,Sarajevo - Yugoslavia,86-Soviet Union.png,26,33
3,United States,4,4,0,8,1984,winter,Sarajevo - Yugoslavia,92-United States.png,163,33
4,Finland,4,3,6,13,1984,winter,Sarajevo - Yugoslavia,30-Finland.png,8,33
5,Sweden,4,2,2,8,1984,winter,Sarajevo - Yugoslavia,23-Sweden.png,5,33
6,Norway,3,2,4,9,1984,winter,Sarajevo - Yugoslavia,17-Norway.png,3,33
7,Switzerland,2,2,1,5,1984,winter,Sarajevo - Yugoslavia,268-Switzerland.png,161,33
8,Canada,2,1,1,4,1984,winter,Sarajevo - Yugoslavia,117-Canada.png,41,33
8,West Germany,2,1,1,4,1984,winter,Sarajevo - Yugoslavia,125-West Germany.png,46,33
10,Italy,2,0,0,2,1984,winter,Sarajevo - Yugoslavia,65-Italy.png,113,33
11,Great Britain,1,0,0,1,1984,winter,Sarajevo - Yugoslavia,269-Great Britain.png,162,33
12,Czechoslovakia,0,2,4,6,1984,winter,Sarajevo - Yugoslavia,36-Czechoslovakia.png,11,33
13,France,0,1,2,3,1984,winter,Sarajevo - Yugoslavia,3-France.png,51,33
14,Japan,0,1,0,1,1984,winter,Sarajevo - Yugoslavia,34-Japan.png,106,33
14,Yugoslavia,0,1,0,1,1984,winter,Sarajevo - Yugoslavia,70-Yugoslavia.png,21,33
16,Liechtenstein,0,0,2,2,1984,winter,Sarajevo - Yugoslavia,272-Liechtenstein.png,164,33
17,Austria,0,0,1,1,1984,winter,Sarajevo - Yugoslavia,42-Austria.png,14,33
1,United States,83,61,30,174,1984,summer,Los Angeles - United States,92-United States.png,163,34
2,Romania,20,16,17,53,1984,summer,Los Angeles - United States,114-Romania.png,39,34
3,West Germany,17,19,23,59,1984,summer,Los Angeles - United States,125-West Germany.png,46,34
4,China,15,8,9,32,1984,summer,Los Angeles - United States,151-China.png,62,34
5,Italy,14,6,12,32,1984,summer,Los Angeles - United States,65-Italy.png,113,34
6,Canada,10,18,16,44,1984,summer,Los Angeles - United States,117-Canada.png,41,34
7,Japan,10,8,14,32,1984,summer,Los Angeles - United States,34-Japan.png,106,34
8,New Zealand,8,1,2,11,1984,summer,Los Angeles - United States,37-New Zealand.png,12,34
9,Yugoslavia,7,4,7,18,1984,summer,Los Angeles - United States,70-Yugoslavia.png,21,34
10,South Korea,6,6,7,19,1984,summer,Los Angeles - United States,83-South Korea.png,129,34
11,Great Britain,5,11,21,37,1984,summer,Los Angeles - United States,4-Great Britain.png,162,34
12,France,5,7,16,28,1984,summer,Los Angeles - United States,3-France.png,51,34
13,Netherlands,5,2,6,13,1984,summer,Los Angeles - United States,14-Netherlands.png,59,34
14,Australia,4,8,12,24,1984,summer,Los Angeles - United States,33-Australia.png,53,34
15,Finland,4,2,6,12,1984,summer,Los Angeles - United States,30-Finland.png,8,34
16,Sweden,2,11,6,19,1984,summer,Los Angeles - United States,23-Sweden.png,5,34
17,Mexico,2,3,1,6,1984,summer,Los Angeles - United States,115-Mexico.png,40,34
18,Morocco,2,0,0,2,1984,summer,Los Angeles - United States,100-Morocco.png,32,34
19,Brazil,1,5,2,8,1984,summer,Los Angeles - United States,119-Brazil.png,82,34
20,Spain,1,2,2,5,1984,summer,Los Angeles - United States,152-Spain.png,63,34
21,Belgium,1,1,2,4,1984,summer,Los Angeles - United States,12-Belgium.png,56,34
22,Austria,1,1,1,3,1984,summer,Los Angeles - United States,42-Austria.png,14,34
23,Kenya,1,0,2,3,1984,summer,Los Angeles - United States,110-Kenya.png,37,34
23,Portugal,1,0,2,3,1984,summer,Los Angeles - United States,46-Portugal.png,16,34
25,Pakistan,1,0,0,1,1984,summer,Los Angeles - United States,90-Pakistan.png,28,34
26,Switzerland,0,4,4,8,1984,summer,Los Angeles - United States,9-Switzerland.png,161,34
27,Denmark,0,3,3,6,1984,summer,Los Angeles - United States,8-Denmark.png,54,34
28,Jamaica,0,1,2,3,1984,summer,Los Angeles - United States,122-Jamaica.png,43,34
28,Norway,0,1,2,3,1984,summer,Los Angeles - United States,17-Norway.png,3,34
30,Greece,0,1,1,2,1984,summer,Los Angeles - United States,144-Greece.png,55,34
30,Nigeria,0,1,1,2,1984,summer,Los Angeles - United States,111-Nigeria.png,38,34
30,Puerto Rico,0,1,1,2,1984,summer,Los Angeles - United States,133-Puerto Rico.png,105,34
33,Colombia,0,1,0,1,1984,summer,Los Angeles - United States,129-Colombia.png,47,34
33,Egypt,0,1,0,1,1984,summer,Los Angeles - United States,153-Egypt.png,116,34
33,Ireland,0,1,0,1,1984,summer,Los Angeles - United States,51-Ireland.png,60,34
33,Ivory Coast,0,1,0,1,1984,summer,Los Angeles - United States,154-Ivory Coast.png,64,34
33,Peru,0,1,0,1,1984,summer,Los Angeles - United States,155-Peru.png,65,34
33,Syria,0,1,0,1,1984,summer,Los Angeles - United States,156-Syria.png,66,34
33,Thailand,0,1,0,1,1984,summer,Los Angeles - United States,134-Thailand.png,50,34
40,Turkey,0,0,3,3,1984,summer,Los Angeles - United States,66-Turkey.png,19,34
40,Venezuela,0,0,3,3,1984,summer,Los Angeles - United States,105-Venezuela.png,148,34
42,Algeria,0,0,2,2,1984,summer,Los Angeles - United States,157-Algeria.png,67,34
43,Cameroon,0,0,1,1,1984,summer,Los Angeles - United States,158-Cameroon.png,68,34
43,Chinese Taipei,0,0,1,1,1984,summer,Los Angeles - United States,159-Chinese Taipei.png,69,34
43,Dominican Republic,0,0,1,1,1984,summer,Los Angeles - United States,160-Dominican Republic.png,70,34
43,Iceland,0,0,1,1,1984,summer,Los Angeles - United States,89-Iceland.png,27,34
43,Zambia,0,0,1,1,1984,summer,Los Angeles - United States,161-Zambia.png,103,34
1,Soviet Union,11,9,9,29,1988,winter,Calgary - Canada,86-Soviet Union.png,26,35
2,East Germany,9,10,6,25,1988,winter,Calgary - Canada,124-East Germany.png,45,35
3,Switzerland,5,5,5,15,1988,winter,Calgary - Canada,268-Switzerland.png,161,35
4,Finland,4,1,2,7,1988,winter,Calgary - Canada,30-Finland.png,8,35
5,Sweden,4,0,2,6,1988,winter,Calgary - Canada,23-Sweden.png,5,35
6,Austria,3,5,2,10,1988,winter,Calgary - Canada,42-Austria.png,14,35
7,Netherlands,3,2,2,7,1988,winter,Calgary - Canada,14-Netherlands.png,59,35
8,West Germany,2,4,2,8,1988,winter,Calgary - Canada,125-West Germany.png,46,35
9,United States,2,1,3,6,1988,winter,Calgary - Canada,92-United States.png,163,35
10,Italy,2,1,2,5,1988,winter,Calgary - Canada,65-Italy.png,113,35
11,France,1,0,1,2,1988,winter,Calgary - Canada,3-France.png,51,35
12,Norway,0,3,2,5,1988,winter,Calgary - Canada,17-Norway.png,3,35
13,Canada,0,2,3,5,1988,winter,Calgary - Canada,117-Canada.png,41,35
14,Yugoslavia,0,2,1,3,1988,winter,Calgary - Canada,70-Yugoslavia.png,21,35
15,Czechoslovakia,0,1,2,3,1988,winter,Calgary - Canada,36-Czechoslovakia.png,11,35
16,Japan,0,0,1,1,1988,winter,Calgary - Canada,34-Japan.png,106,35
16,Liechtenstein,0,0,1,1,1988,winter,Calgary - Canada,272-Liechtenstein.png,164,35
1,Soviet Union,55,31,46,132,1988,summer,Seoul - South Korea,86-Soviet Union.png,26,36
2,East Germany,37,35,30,102,1988,summer,Seoul - South Korea,124-East Germany.png,45,36
3,United States,36,31,27,94,1988,summer,Seoul - South Korea,92-United States.png,163,36
4,South Korea,12,10,11,33,1988,summer,Seoul - South Korea,162-South Korea.png,129,36
5,West Germany,11,14,15,40,1988,summer,Seoul - South Korea,125-West Germany.png,46,36
6,Hungary,11,6,6,23,1988,summer,Seoul - South Korea,94-Hungary.png,30,36
7,Bulgaria,10,12,13,35,1988,summer,Seoul - South Korea,126-Bulgaria.png,81,36
8,Romania,7,11,6,24,1988,summer,Seoul - South Korea,114-Romania.png,39,36
9,France,6,4,6,16,1988,summer,Seoul - South Korea,3-France.png,51,36
10,Italy,6,4,4,14,1988,summer,Seoul - South Korea,65-Italy.png,113,36
11,China,5,11,12,28,1988,summer,Seoul - South Korea,151-China.png,62,36
12,Great Britain,5,10,9,24,1988,summer,Seoul - South Korea,4-Great Britain.png,162,36
13,Kenya,5,2,2,9,1988,summer,Seoul - South Korea,110-Kenya.png,37,36
14,Japan,4,3,7,14,1988,summer,Seoul - South Korea,34-Japan.png,106,36
15,Australia,3,6,5,14,1988,summer,Seoul - South Korea,33-Australia.png,53,36
16,Yugoslavia,3,4,5,12,1988,summer,Seoul - South Korea,70-Yugoslavia.png,21,36
17,Czechoslovakia,3,3,2,8,1988,summer,Seoul - South Korea,36-Czechoslovakia.png,11,36
18,New Zealand,3,2,8,13,1988,summer,Seoul - South Korea,37-New Zealand.png,12,36
19,Canada,3,2,5,10,1988,summer,Seoul - South Korea,117-Canada.png,41,36
20,Poland,2,5,9,16,1988,summer,Seoul - South Korea,138-Poland.png,52,36
21,Norway,2,3,0,5,1988,summer,Seoul - South Korea,17-Norway.png,3,36
22,Netherlands,2,2,5,9,1988,summer,Seoul - South Korea,14-Netherlands.png,59,36
23,Denmark,2,1,1,4,1988,summer,Seoul - South Korea,8-Denmark.png,54,36
24,Brazil,1,2,3,6,1988,summer,Seoul - South Korea,119-Brazil.png,82,36
25,Finland,1,1,2,4,1988,summer,Seoul - South Korea,30-Finland.png,8,36
25,Spain,1,1,2,4,1988,summer,Seoul - South Korea,152-Spain.png,63,36
27,Turkey,1,1,0,2,1988,summer,Seoul - South Korea,66-Turkey.png,19,36
28,Morocco,1,0,2,3,1988,summer,Seoul - South Korea,100-Morocco.png,32,36
29,Austria,1,0,0,1,1988,summer,Seoul - South Korea,42-Austria.png,14,36
29,Portugal,1,0,0,1,1988,summer,Seoul - South Korea,46-Portugal.png,16,36
29,Suriname,1,0,0,1,1988,summer,Seoul - South Korea,163-Suriname.png,71,36
32,Sweden,0,4,7,11,1988,summer,Seoul - South Korea,23-Sweden.png,5,36
33,Switzerland,0,2,2,4,1988,summer,Seoul - South Korea,9-Switzerland.png,161,36
34,Jamaica,0,2,0,2,1988,summer,Seoul - South Korea,122-Jamaica.png,43,36
35,Argentina,0,1,1,2,1988,summer,Seoul - South Korea,40-Argentina.png,131,36
36,Chile,0,1,0,1,1988,summer,Seoul - South Korea,52-Chile.png,17,36
36,Costa Rica,0,1,0,1,1988,summer,Seoul - South Korea,164-Costa Rica.png,72,36
36,Indonesia,0,1,0,1,1988,summer,Seoul - South Korea,165-Indonesia.png,73,36
36,Iran,0,1,0,1,1988,summer,Seoul - South Korea,166-Iran.png,74,36
36,Netherlands Antilles,0,1,0,1,1988,summer,Seoul - South Korea,167-Netherlands Antilles.png,75,36
36,Peru,0,1,0,1,1988,summer,Seoul - South Korea,155-Peru.png,65,36
36,Senegal,0,1,0,1,1988,summer,Seoul - South Korea,168-Senegal.png,76,36
36,Virgin Islands,0,1,0,1,1988,summer,Seoul - South Korea,169-Virgin Islands.png,77,36
44,Belgium,0,0,2,2,1988,summer,Seoul - South Korea,12-Belgium.png,56,36
44,Mexico,0,0,2,2,1988,summer,Seoul - South Korea,115-Mexico.png,40,36
46,Colombia,0,0,1,1,1988,summer,Seoul - South Korea,129-Colombia.png,47,36
46,Djibouti,0,0,1,1,1988,summer,Seoul - South Korea,170-Djibouti.png,78,36
46,Greece,0,0,1,1,1988,summer,Seoul - South Korea,144-Greece.png,55,36
46,Mongolia,0,0,1,1,1988,summer,Seoul - South Korea,118-Mongolia.png,86,36
46,Pakistan,0,0,1,1,1988,summer,Seoul - South Korea,90-Pakistan.png,28,36
46,Philippines,0,0,1,1,1988,summer,Seoul - South Korea,63-Philippines.png,145,36
46,Thailand,0,0,1,1,1988,summer,Seoul - South Korea,134-Thailand.png,50,36
1,Germany,10,10,6,26,1992,winter,Albertville - France,81-Germany.png,24,37
2,Unified Team,9,6,8,23,1992,winter,Albertville - France,171-Unified Team.png,79,37
3,Norway,9,6,5,20,1992,winter,Albertville - France,17-Norway.png,3,37
4,Austria,6,7,8,21,1992,winter,Albertville - France,42-Austria.png,14,37
5,United States,5,4,2,11,1992,winter,Albertville - France,92-United States.png,163,37
6,Italy,4,6,4,14,1992,winter,Albertville - France,65-Italy.png,113,37
7,France,3,5,1,9,1992,winter,Albertville - France,3-France.png,51,37
8,Finland,3,1,3,7,1992,winter,Albertville - France,30-Finland.png,8,37
9,Canada,2,3,2,7,1992,winter,Albertville - France,117-Canada.png,41,37
10,South Korea,2,1,1,4,1992,winter,Albertville - France,162-South Korea.png,129,37
11,Japan,1,2,4,7,1992,winter,Albertville - France,34-Japan.png,106,37
12,Netherlands,1,1,2,4,1992,winter,Albertville - France,14-Netherlands.png,59,37
13,Sweden,1,0,3,4,1992,winter,Albertville - France,23-Sweden.png,5,37
14,Switzerland,1,0,2,3,1992,winter,Albertville - France,268-Switzerland.png,161,37
15,China,0,3,0,3,1992,winter,Albertville - France,151-China.png,62,37
16,Luxembourg,0,2,0,2,1992,winter,Albertville - France,35-Luxembourg.png,10,37
17,New Zealand,0,1,0,1,1992,winter,Albertville - France,37-New Zealand.png,12,37
18,Czechoslovakia,0,0,3,3,1992,winter,Albertville - France,36-Czechoslovakia.png,11,37
19,North Korea,0,0,1,1,1992,winter,Albertville - France,172-North Korea.png,80,37
19,Spain,0,0,1,1,1992,winter,Albertville - France,152-Spain.png,63,37
1,Unified Team,45,38,29,112,1992,summer,Barcelona - Spain,171-Unified Team.png,79,38
2,United States,37,34,37,108,1992,summer,Barcelona - Spain,92-United States.png,163,38
3,Germany,33,21,28,82,1992,summer,Barcelona - Spain,81-Germany.png,24,38
4,China,16,22,16,54,1992,summer,Barcelona - Spain,151-China.png,62,38
5,Cuba,14,6,11,31,1992,summer,Barcelona - Spain,15-Cuba.png,2,38
6,Spain,13,7,2,22,1992,summer,Barcelona - Spain,152-Spain.png,63,38
7,South Korea,12,5,12,29,1992,summer,Barcelona - Spain,162-South Korea.png,129,38
8,Hungary,11,12,7,30,1992,summer,Barcelona - Spain,94-Hungary.png,30,38
9,France,8,5,16,29,1992,summer,Barcelona - Spain,3-France.png,51,38
10,Australia,7,9,11,27,1992,summer,Barcelona - Spain,33-Australia.png,53,38
11,Canada,7,4,7,18,1992,summer,Barcelona - Spain,117-Canada.png,41,38
12,Italy,6,5,8,19,1992,summer,Barcelona - Spain,65-Italy.png,113,38
13,Great Britain,5,3,12,20,1992,summer,Barcelona - Spain,4-Great Britain.png,162,38
14,Romania,4,6,8,18,1992,summer,Barcelona - Spain,47-Romania.png,39,38
15,Czechoslovakia,4,2,1,7,1992,summer,Barcelona - Spain,36-Czechoslovakia.png,11,38
16,North Korea,4,0,5,9,1992,summer,Barcelona - Spain,172-North Korea.png,80,38
17,Japan,3,8,11,22,1992,summer,Barcelona - Spain,34-Japan.png,106,38
18,Bulgaria,3,7,6,16,1992,summer,Barcelona - Spain,173-Bulgaria.png,81,38
19,Poland,3,6,10,19,1992,summer,Barcelona - Spain,138-Poland.png,52,38
20,Netherlands,2,6,7,15,1992,summer,Barcelona - Spain,14-Netherlands.png,59,38
21,Kenya,2,4,2,8,1992,summer,Barcelona - Spain,110-Kenya.png,37,38
22,Norway,2,4,1,7,1992,summer,Barcelona - Spain,17-Norway.png,3,38
23,Turkey,2,2,2,6,1992,summer,Barcelona - Spain,66-Turkey.png,19,38
24,Indonesia,2,2,1,5,1992,summer,Barcelona - Spain,165-Indonesia.png,73,38
25,Brazil,2,1,0,3,1992,summer,Barcelona - Spain,174-Brazil.png,82,38
26,Greece,2,0,0,2,1992,summer,Barcelona - Spain,144-Greece.png,55,38
27,Sweden,1,7,4,12,1992,summer,Barcelona - Spain,23-Sweden.png,5,38
28,New Zealand,1,4,5,10,1992,summer,Barcelona - Spain,37-New Zealand.png,12,38
29,Finland,1,2,2,5,1992,summer,Barcelona - Spain,30-Finland.png,8,38
30,Denmark,1,1,4,6,1992,summer,Barcelona - Spain,8-Denmark.png,54,38
31,Morocco,1,1,1,3,1992,summer,Barcelona - Spain,100-Morocco.png,32,38
